;Title;Author;Type;Venue;Year;;;
;owards designing a intelligent movie therapy system for mental disease treatment;J. Jiang, Y. Wang and H. Yang;;ICAC;2013;;;
;An investigation on energy recovery analysis of active suspension system;R. Wang, V. T. Tran, F. Gu and A. D. Ball;;ICAC;2013;;;
;Optimal control and energy efficiency — Integration of design and engineering;J. Wang;;ICAC;2012;;;
;Estimation of maximum allowable time-delay bound for system stability of network controlled parallel DC/DC buck converters;A. Khalil and J. Wang;;ICAC;2012;;;
;Global Emergency Management System framework;A. I. Ajayi, L. Yang and M. King;;ICAC;2012;;;
;Area and power optimisation for AES encryption module implementation on FPGA;T. A. Pham, M. S. Hasan and H. Yu;;ICAC;2012;;;
;Input-constrained adaptive GPC for simple industrial plant;M. Short;;ICAC;2012;;;
;On-chip PVT compensation technology for adaptive voltage scaling control in computer power management application;M. Jin, X. Fu and G. McDonald;;ICAC;2012;;;
;A novel multi-fold security framework for cognitive radio wireless ad-hoc networks;M. A. Shah, S. Zhang and C. Maple;;ICAC;2012;;;
;A novel model-free prediction of power quality problems via DSTATCOM;B. B. Bukata and Y. Li;;ICAC;2012;;;
;Fuzzy supervisory control strategies to minimise energy use of airport terminal buildings;A. Danjuma Mambo, M. Efthekhari and S. Thomas;;ICAC;2012;;;
;Analysis and control of a single phase AC chopper in series connection with an auto-transformer;H. Liu and J. Wang;;ICAC;2012;;;
;Dynamic performance of a dual-pressure waste heat recovery system under partial load operation;Z. Sun, Y. Dai, H. Liu, Y. Wang and J. Wang;;ICAC;2012;;;
;Gain-constrained filtering with probabilistic sensor delays and correlated noises;J. Hu, Z. Wang, B. Shen and H. Gao;;ICAC;2012;;;
;The role of IT in email preservation and archiving;L. Carpenter, T. W. Jackson, G. Matthews, D. Thomas and A. Spencer;;ICAC;2012;;;
;An analysis on decentralized adaptive MAC protocols for Cognitive Radio networks;M. A. Shah, S. Zhang and C. Maple;;ICAC;2012;;;
;Neural predictive controller of nonlinear systems based on quasi-ARX neural network;I. Sutrisno, M. A. Jami'in and J. Hu;;ICAC;2012;;;
;Power fundamental frequency detection based on orthometric average chirp-z transform;G. Liu, Z. Dong, S. Yang and X. Zhao;;ICAC;2012;;;
;A novel health probability for structural health monitoring;X. Zhao and Z. Lang;;ICAC;2012;;;
;Modulation signal bispectrum analysis of motor current signals for stator fault diagnosis;A. Alwodai, X. Yuan, Y. Shao, F. Gu and A. D. Ball;;ICAC;2012;;;
;Multivariable simulation on a Homogeneous Charged Microwave Ignition system;L. Schöning and Y. Li;;ICAC;2012;;;
;Research in the development of computational FE software for creep damage mechanics;D. Liu, Q. Xu, Z. Lu and D. Xu;;ICAC;2012;;;
;Identification of critical bands in DCT domain representation for fingerprint recognition;Y. A. Shah, N. Ahmad and M. Naeem;;ICAC;2012;;;
;Gait analysis and identification;J. Hong, J. Kang and M. E. Price;;ICAC;2012;;;
;Synchronization of a linear singularly perturbed complex network with potential application in electric power systems;C. Cai, Z. Wang and J. Hu;;ICAC;2012;;;
;Application of computer vision and Support Vector Machines to estimate the content of impurities in olive oil samples;P. C. Marchal, D. M. Gila, J. G. García and J. G. Ortega;;ICAC;2012;;;
;Alignment method with application to Gas Chromatography/Mass Spectrometry screening;J. Hitchcock, D. Li, C. Maple and M. Keech;;ICAC;2012;;;
;Application of a reliability model generator to a pressure tank system;K. S. Stockwell and S. J. Dunnett;;ICAC;2012;;;
;Multi-base buoys passive localization research based on simulated annealing algorithm;Y. Gou, Y. Wang and Q. Wang;;ICAC;2012;;;
;Fault diagnosis of rolling bearings using multifractal detrended fluctuation analysis and Mahalanobis distance criterion;J. Lin, Q. Chen, X. Tian and F. Gu;;ICAC;2012;;;
;Overtraced strokes to single line drawing: Preparation of sketch for 3D interpretation;S. Wang, S. Qin and M. Gao;;ICAC;2012;;;
;A review of methods for hydrodynamic analysis of helical swimming flagella;Y. Fei, H. Yu and B. Burrows;;ICAC;2012;;;
;Fuzzy logic based localisation in wireless sensor networks for disaster environments;S. Gu, Y. Yue, C. Maple and C. Wu;;ICAC;2012;;;
;An introduction to Bayesian networks in systems and control;M. Ashcroft;;ICAC;2012;;;
;Online sketch recognition using geometric-based classifiers;S. Wang, G. Wang and S. Qin;;ICAC;2012;;;
;The research of surface waviness control technology for 5-axis flank milling;L. Jiang, G. Ding, Y. Zou, R. Li, J. Zhang and M. Hu;;ICAC;2012;;;
;Overview of virtual enterprises in supply chain management;A. Samdantsoodol, S. Cang and H. Yu;;ICAC;2012;;;
;Development of ultrasound elliptical cutting device and study on its cutting performance;F. Jiao, X. Zhang, L. Zhao, F. B. Li and B. Zhao;;ICAC;2012;;;
;Preliminary analysing of experimental data for the development of high Cr Alloy Creep damage constitutive equations;L. An, Q. Xu, D. Xu and Z. Lu;;ICAC;2012;;;
;A new texture algorithm for complex surface construction by fast smooth seamless splicing;Y. Xing and S. Qin;;ICAC;2012;;;
;Development of a novel hybrid maximum power point tracking methodology for photovoltaic systems;F. Zhang, K. Thanapalan, J. Maddy and A. Guwy;;ICAC;2012;;;
;Comparison of robust filtration techniques in geometrical metrology;S. Lou, W. Zeng, X. Jiang and P. J. Scott;;ICAC;2012;;;
;Effect of Reverse Gate Bias on hot-carrier reliability in OCB Trench MOSFET for solar cell applications;M. Jin and X. Fu;;ICAC;2012;;;
;Micro-tensile device and test for micro-wire in MEMS;Q. Bai, B. He, Y. Liang and K. Cheng;;ICAC;2012;;;
;The effect of the variation of velocity on the Molecular Dynamics simulation of Nanomachining;A. O. Oluwajobi and X. Chen;;ICAC;2012;;;
;The preliminary development of computational software system for creep damage analysis in weldment;F. Tan, Q. Xu, Z. Lu and D. Xu;;ICAC;2012;;;
;Comparative study of different approaches to solve batch process scheduling and optimisation problems;Y. Tan, W. Huang, Y. Sun and Y. Yue;;ICAC;2012;;;
;Numerical simulation of the component microstructure change through roll forming;Z. Q. Hu, K. Cheng and Z. M. Feng;;ICAC;2012;;;
;Custom mandible implant design based on rapid prototyping;T. Qing, S. Wenlei, S. Na and J. Kang;;ICAC;2012;;;
;Finite element analysis of the amplitude transformer in ultrasonic vibration system;B. Zhao, P. Y. Bian, F. Jiao and Y. G. Zheng;;ICAC;2012;;;
;Simulation research on FIB processing: A comparison between silicon and diamond;Z. Tong, X. C. Luo, Y. C. Liang, Q. S. Bai and J. N. Sun;;ICAC;2012;;;
;The diagnosis of a gearbox transmission system using electrical control parameters;A. Benghozzi, Y. Shao, Z. Shi, F. Gu and A. D. Ball;;ICAC;2012;;;
;The lightweight design of a dump truck frame based on dynamic responses;Z. Chen, T. Wang, Z. Zhao, J. Shen, D. Zhen and F. Gu;;ICAC;2012;;;
;Development of an expert control strategy for controlling obstacle crossing of a high-voltage transmission line inspection robot;J. Wang, A. Sun, W. Su, J. Wang and H. Liu;;ICAC;2012;;;
;A sensor fusion-based classification system for thermoplastic recycling;S. S. Martínez, J. M. L. Paniza, M. C. Ramírez, J. G. Ortega and J. G. García;;ICAC;2012;;;
;A framework for massive data transmission in a remote real-time health monitoring system;S. Chen, X. Zhu, S. Zhang and J. Wang;;ICAC;2012;;;
;Crowdsourcing based product innovation design service model for small- and medium-sized enterprises;C. Xu, S. Qin and Z. Xiao;;ICAC;2012;;;
;Optimal sensor selection for wind turbine condition monitoring using multivariate Principal Component Analysis approach,;Y. Wang and X. Ma;;ICAC;2012;;;
; new apparel design and online shopping framework for mass customization and best fit;C. Guan, B. Xu, S. Qin and S. Wang;;ICAC;2012;;;
;TESPAR feature based isolated word speaker recognition system;M. Sher, N. Ahmad and M. Sher;;ICAC;2012;;;
;Study on high-speed train CAD-CAE integration modeling technology based on the multi-level assembly models;R. Li, Y. Zou, J. Zhang, P. Zhu and G. Ding;;ICAC;2012;;;
;Model development of a solar system combined with heat pump;M. W. Ahmad, M. Eftekhari and T. Steffen;;ICAC;2012;;;
;The development of isolated words pashto automatic speech recognition system;I. Ahmed, N. Ahmad, H. Ali and G. Ahmad;;ICAC;2012;;;
;A new sketch partitioning and analysis techniques;H. W. Tian and S. F. Qin;;ICAC;2012;;;
;Hyperspectral imaging for determination of some quality parameters for olive oil;D. M. Gila, P. C. Marchal, J. G. García and J. G. Ortega;;ICAC;2012;;;
;Pashto Spoken Digits database for the automatic speech recognition research;A. W. Abbas, N. Ahmad and H. Ali;;ICAC;2012;;;
;Emotion recognition — Theory or practicality;M. Hurst, T. W. Jackson and M. Glencross;;ICAC;2012;;;
;Building an electric model vehicle with obstacle avoidance system;A. Fenesan, O. Mcaree, W. Chen, T. Pana and T. Bamber;;ICAC;2012;;;
;Constructivist Approach to State Space Adaptation in Reinforcement Learning;Maxime Guériau, Nicolas Cardozo and Ivana Dusparic.;;SASO;2019;;;
;The Emergence of Division of Labor in Multi-Agent Systems;David King and Gilbert Peterson;;SASO;2019;;;
;Adaptive Fault Detection exploiting Redundancy with Uncertainties in Space and Time;Denise Ratasich, Michael Platzer, Radu Grosu and Ezio Bartocci;;SASO;2019;;;
;Autonomous Management of Energy-Harvesting IoT Nodes Using Deep Reinforcement Learning;Abdulmajid Murad, Frank Alexander Kraemer, Kerstin Bach and Gavin Taylor;;SASO;2019;;;
;Distributed Emergent Software: Assembling, Perceiving and Learning Systems at Scale;Barry Porter and Roberto Vito Rodrigues Filho;;SASO;2019;;;
;Beyond Sync: Distributed Temporal Coordination and Its Implementation in a Multi-Robot System;Agata Barcis and Christian Bettstetter;;SASO;2019;;;
;Maintaining SLOs of Cloud-native Applications via Self-Adaptive Resource Sharing;Vladimir Podolskiy, Michael Mayo, Abigail Koay, Michael Gerndt and Panos Patros;;SASO;2019;;;
;Genet: A Quickly Scalable Fat-Tree Overlay for Personal Volunteer Computing using WebRTC;Erick Lavoie, Laurie Hendren, Frederic Desprez and Miguel Correia;;SASO;2019;;;
;Planning as Optimization: Online Learning of Situations and Optimal Configurations;Erik M. Fredericks, Ilias Gerostathopoulos, Christian Krupitzer and Thomas Vogel;;SASO;2019;;;
;Ops-Scale: Elastic Cloud Operations by Declarative Functional Abstraction and Feedback Control Loop;Kamal Hakimzadeh and Jim Dowling;;SASO;2019;;;
;Social Action in Socially Situated Agents;Chloe M Barnes, Anikó Ekárt and Peter R Lewis;;SASO;2019;;;
;Distributed Self-monitoring Sensor Networks via Markov Switching Dynamic Linear Models;Lei Fang, Simon Dobson and Juan Ye;;SASO;2019;;;
;Disobedience as a Mechanism of Change;D. Burth Kurka, J. Pitt, P. Lewis, A. Patelli and A. Ekart;;SASO;2018;;;
;Do Social Norms Emerge? The Evolution of Agents' Decisions with the Awareness of Social Values under Iterated Prisoner's Dilemma;S. Hu and H. Leung;;SASO;2018;;;
;Democracy by Design: Basic Democracy and the Self-Organisation of Collective Governance;J. Pitt and J. Ober;;SASO;2018;;;
;A Multi-Agent Elasticity Management Based on Multi-Tenant Debt Exchanges;C. Mera-Gomez, F. Ramirez, R. Bahsoon and R. Buyya;;SASO;2018;;;
;Forecasting Models for Self-Adaptive Cloud Applications: A Comparative Study;V. Podolskiy, A. Jindal, M. Gerndt and Y. Oleynik;;SASO;2018;;;
;This One Simple Trick Disrupts Digital Communities;P. Feldman, A. Dant and W. Lutters;;SASO;2018;;;
;A Macro-Level Order Metric for Self-Organizing Adaptive Systems;D. King and G. Peterson;;SASO;2018;;;
;A Self-Organized Learning Model for Anomalies Detection: Application to Elderly People;N. Verstaevel, J. George, C. Bernon and M. Gleizes;;SASO;2018;;;
;Risk-Based Testing of Self-Adaptive Systems Using Run-Time Predictions;A. Reichstaller and A. Knapp;;SASO;2018;;;
;Goal-Aware Team Affiliation in Collectives of Autonomous Robots;L. Esterle;;SASO;2018;;;
;Optimizing Transitions between Abstract ABM Demonstrations;B. Seipp, K. Budhraja and T. Oates;;SASO;2018;;;
;Self-Organized Resource Allocation for Reconfigurable Robot Ensembles;J. Hanke, O. Kosak, A. Schiendorfer and W. Reif;;SASO;2018;;;
;PINCH: Self-Organized Context Neighborhoods for Smart Environments;C. Liu, C. Julien and A. Murphy;;SASO;2018;;;
;A QoS-Aware Adaptive Mobility Handling Approach for LoRa-Based IoT Systems;B. Robbe and W. Danny;;SASO;2018;;;
;Reins-MAC: Firefly Inspired Communication Scheduling for Reliable Low-Power Wireless;M. Ceriotti and A. Murphy;;SASO;2018;;;
;Adaptive Autonomy in a Search and Rescue Scenario;M. Frasheri, B. Curuklu, M. Esktrom and A. Papadopoulos;;SASO;2018;;;
;Towards Generic Adaptive Monitoring;T. Brand and H. Giese;;SASO;2018;;;
;Implementing Feedback for Programming by Demonstration;K. Budhraja and T. Oates;;SASO;2018;;;
;Mitigating Garbage Collection Interference on Containerized Clouds;P. Patros, K. Kent and M. Dawson;;SASO;2018;;;
;Self-Adaptation of Coordination in Imperfectly Known Task Environments;F. Wall;;SASO;2018;;;
;Self-Adaptation Strategies to Maintain Security Assurance Cases;S. Jahan, A. Marshall and R. Gamble;;SASO;2018;;;
;Centralised, Decentralised, and Self-Organised Coverage Maximisation in Smart Camera Networks;L. Esterle;;SASO;2017;;;
;Self-Stabilising Target Counting in Wireless Sensor Networks Using Euler Integration;D. Pianini, S. Dobson and M. Viroli;;SASO;2017;;;
;PacketSkip: Skip Graph for Multidimensional Search in Structured Peer-to-Peer Systems;A. Disterhöft, A. Funke and K. Graffi;;SASO;2017;;;
;Interactional Justice and Self-Governance of Open Self-Organising Systems;J. Pitt;;SASO;2017;;;
;A Requirements Model for Adaptive Multi-Organizational Systems;M. Tamersoy, E. E. Ekinci, R. C. Erdur and O. Dikenelli;;SASO;2017;;;
;Xor-Overlay Topology Management beyond Kademlia;E. Lavoie, M. Correia and L. Hendren;;SASO;2017;;;
;Resource Adaptation via Test-Based Software Minimization;A. Christi, A. Groce and R. Gopinath;;SASO;2017;;;
;Self Adaptive Safe Provisioning of Wireless Power Using DCOPs;C. J. v. Leeuwen, K. S. Yildirim and P. Pawelczak;;SASO;2017;;;
;Edge Detection in Static and Dynamic Environments using Robot Swarms;Y. Khaluf;;SASO;2017;;;
;Compositional Blocks for Optimal Self-Healing Gradients;G. Audrito, R. Casadei, F. Damiani and M. Viroli;;SASO;2017;;;
;Multi-Level Control Mechanisms for Non-Structured and Structured 2-Dimensional Self-Assembling;C. I. Paduraru, R. S. Mincu and G. Stefanescu;;SASO;2017;;;
;Decentrally Coordinated Execution of Adaptations in Distributed Self-Adaptive Software Systems;M. Weißbach, P. Chrszon, T. Springer and A. Schill;;SASO;2017;;;
;Embedding Verification Concerns in Self-Adaptive System Code;S. Jahan, A. Marshall and R. Gamble;;SASO;2017;;;
;Identifying Self-Organization and Adaptability in Complex Adaptive Systems;L. Birdsey, C. Szabo and K. Falkner;;SASO;2017;;;
;Controlling Swarms by Visual Demonstration;K. K. Budhraja and T. Oates;;SASO;2016;;;
;Online Hyper-evolution of Controllers in Multirobot Systems;F. Silva, L. Correia and A. L. Christensen;;SASO;2016;;;
;An Evolutionary Robotics Approach to the Control of Plant Growth and Motion: Modeling Plants and Crossing the Reality Gap;M. Wahby, D. N. Hofstadler, M. K. Heinrich, P. Zahadat and H. Hamann;;SASO;2016;;;
